choosen_door_number,choosen_door_is_grand_prize,last_door_number,last_door_is_grand_prize
2,false,1,true
1,false,3,true
3,true,1,false
2,false,1,true
2,true,3,false
3,true,2,false
2,true,1,false
1,true,2,false
2,false,1,true
3,false,2,false
1,false,3,true
2,false,1,true
2,false,1,true
3,false,2,false
2,false,1,true
3,false,1,true
1,false,2,true
3,false,2,false
3,false,1,true
2,true,1,false
2,true,3,false
3,false,1,true
1,false,3,true
2,false,1,true
3,true,1,false
3,true,1,false
2,false,3,true
3,true,1,false
2,false,3,true
2,false,3,true
3,false,2,false
2,false,1,true
3,false,1,true
2,true,3,false
3,false,1,true
2,true,3,false
2,true,1,false
1,false,2,true
3,false,2,true
3,false,2,true
1,false,3,true
2,true,3,false
1,false,3,true
3,false,2,true
1,false,2,true
1,false,3,true
2,false,1,true
3,false,2,false
1,false,3,true
3,true,2,false
3,false,1,true
2,false,1,true
2,false,3,true
1,false,2,true
2,false,1,true
1,false,2,true
1,false,3,true
3,false,2,true
1,false,3,true
2,false,1,true
3,false,1,true
3,false,2,false
2,true,3,false
2,true,3,false
2,false,3,false
3,true,2,false
2,false,1,true
1,false,2,true
3,true,2,false
2,false,3,true
2,false,3,true
2,false,3,false
1,false,2,true
3,false,2,false
3,false,2,false
2,false,1,true
1,false,2,true
1,false,2,true
1,true,3,false
2,false,1,true
1,false,2,true
3,true,2,false
1,false,2,true
1,false,3,true
2,true,3,false
1,true,2,false
3,false,1,true
3,false,2,false
3,true,1,false
2,true,1,false
2,true,3,false
3,false,1,true
3,false,2,false
1,false,2,true
2,false,1,true
1,true,3,false
3,false,1,true
2,false,1,true
2,false,1,true
2,false,3,false
